núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1,2019,1,5,1,1,1,2,1,101,3,4,64,5,2018,5,6
2,2019,1,21,4,3,1,2,1,101,1,2,90,14,9999,99,1
3,2019,1,7,2,1,1,2,1,101,18,1,41,8,2019,5,1
4,2019,1,11,2,1,1,2,1,102,99,1,69,5,2007,4,1
5,2019,1,8,2,1,1,2,1,101,7,4,27,1,9999,99,6
6,2019,1,0,1,1,1,2,1,101,7,1,999,99,9999,99,1
7,2019,1,4,1,1,1,2,1,115,99,4,999,1,9999,99,6
8,2019,1,4,1,1,1,2,1,114,99,1,999,99,9999,99,1
9,2019,1,11,2,1,1,2,1,108,99,1,69,99,9999,99,1
10,2019,1,12,3,2,1,2,1,110,99,1,56,99,9999,99,1
11,2019,1,16,3,2,1,2,1,112,99,2,999,99,9999,99,3
12,2019,1,22,4,3,1,2,1,111,99,1,999,99,9999,99,1
13,2019,1,1,1,1,1,2,21,2101,99,4,77,5,9999,99,6
14,2019,1,4,1,1,1,2,20,2009,99,4,67,3,9999,99,6
15,2019,1,9,2,1,1,2,20,2009,99,4,67,2,9999,99,6
16,2019,1,11,2,1,1,2,19,1905,99,2,52,9,9999,99,1
17,2019,1,22,4,3,1,2,5,501,99,3,69,2,9999,99,1
18,2019,1,1,1,1,1,2,5,506,99,4,6,5,9999,99,1
19,2019,1,7,2,1,1,2,5,501,99,4,27,3,9999,99,6
20,2019,1,15,3,2,1,2,5,501,99,1,56,6,9999,99,3
21,2019,1,5,1,1,1,2,6,608,99,4,999,99,9999,99,6
22,2019,1,0,1,1,1,2,6,613,99,4,999,99,9999,99,6
23,2019,1,16,3,2,1,2,10,1018,99,3,69,9,9999,99,1
24,2019,1,8,2,1,1,2,9,910,99,4,18,1,9999,99,1
25,2019,1,21,4,3,1,2,9,923,99,1,999,99,9999,99,1
26,2019,1,8,2,1,1,2,9,910,99,4,999,6,9999,99,1
27,2019,1,14,3,2,1,2,12,1223,99,2,69,6,9999,99,1
28,2019,1,1,1,1,1,2,12,1227,99,12,30,6,1988,2,1
29,2019,1,3,1,1,1,2,12,1230,99,4,999,99,9999,99,6
30,2019,1,19,4,3,1,2,8,801,99,3,69,4,9999,99,1
31,2019,1,16,3,2,1,2,15,1502,99,4,76,3,2012,5,1
32,2019,1,4,1,1,1,2,18,1801,99,4,6,4,9999,99,4
33,2019,1,8,2,1,1,2,18,1801,99,1,69,2,2006,4,1
34,2019,1,11,2,1,1,2,17,1705,99,4,999,99,9999,99,6
35,2019,1,0,1,1,1,2,17,1708,99,1,999,99,9999,99,1
36,2019,1,18,4,3,1,2,17,1701,99,4,67,5,9999,99,1
37,2019,1,18,4,3,1,2,14,1406,99,4,2,99,9999,99,4
38,2019,1,21,4,3,1,2,7,701,99,1,999,99,9999,99,3
39,2019,1,7,2,1,1,2,4,409,99,4,76,5,9999,99,2
40,2019,1,5,1,1,1,2,4,409,99,4,999,3,9999,99,6
41,2019,1,0,1,1,1,2,3,301,99,4,999,5,9999,99,6
42,2019,2,6,2,1,1,3,1,108,99,1,121,7,2014,5,1
43,2019,2,19,4,3,1,3,22,2201,99,4,76,3,9999,99,1
44,2019,2,20,4,3,1,3,22,2210,99,4,999,5,9999,99,1
45,2019,2,16,3,2,1,3,21,2104,99,14,6,1,2003,4,1
46,2019,2,9,2,1,1,3,5,501,99,5,31,2,9999,99,1
47,2019,2,5,1,1,1,3,5,501,99,5,999,2,2017,5,1
48,2019,2,14,3,2,1,3,5,501,99,1,58,4,9999,99,1
49,2019,2,0,1,1,1,3,5,501,99,1,48,4,9999,99,2
50,2019,2,19,4,3,1,3,6,601,99,4,67,1,9999,99,1
51,2019,2,9,2,1,1,3,16,1605,99,5,999,2,2018,5,1
52,2019,2,18,4,3,1,3,15,1501,99,4,999,99,9999,99,1
53,2019,2,19,4,3,1,3,15,1501,99,4,999,99,9999,99,1
54,2019,2,21,4,3,1,3,1,110,99,1,69,99,9999,99,1
55,2019,3,8,2,1,1,4,1,101,9,4,39,1,9999,99,1
56,2019,3,21,4,3,1,4,1,115,99,3,69,5,1989,2,1
57,2019,3,15,3,2,1,4,22,2216,99,12,999,99,9999,99,3
58,2019,3,17,3,2,1,4,5,509,99,4,999,1,9999,99,1
59,2019,3,18,4,3,1,4,5,501,99,1,999,99,9999,99,1
60,2019,3,19,4,3,1,4,5,501,99,4,999,99,9999,99,6
61,2019,3,21,4,3,1,4,6,608,99,4,54,2,9999,99,6
62,2019,3,16,3,2,1,4,12,1202,99,3,69,11,9999,99,1
63,2019,3,23,4,3,1,4,18,1801,99,4,32,1,2018,5,1
64,2019,3,6,2,1,1,4,18,1804,99,22,2,5,2012,5,1
65,2019,3,7,2,1,1,4,17,1701,99,4,999,99,9999,99,6
66,2019,3,14,3,2,1,4,4,411,99,3,69,2,9999,99,3
67,2019,4,10,2,1,1,5,1,101,4,2,69,5,1996,3,1
68,2019,4,5,1,1,1,5,1,101,3,1,69,4,9999,99,1
69,2019,4,4,1,1,1,5,1,101,10,1,41,2,2017,5,1
70,2019,4,23,4,3,1,5,1,101,10,2,44,2,2005,4,1
71,2019,4,14,3,2,1,5,1,101,12,5,999,99,9999,99,1
72,2019,4,20,4,3,1,5,1,101,12,3,69,10,9999,99,1
73,2019,4,20,4,3,1,5,1,101,12,4,32,5,9999,99,1
74,2019,4,18,4,3,1,5,1,116,99,4,67,3,9999,99,1
75,2019,4,13,3,2,1,5,1,110,99,5,999,99,9999,99,1
76,2019,4,18,4,3,1,5,22,2202,99,2,27,3,9999,99,1
77,2019,4,10,2,1,1,5,20,2011,99,99,69,99,9999,99,3
78,2019,4,10,2,1,1,5,5,513,99,1,69,4,9999,99,1
79,2019,4,18,4,3,1,5,5,501,99,12,999,99,9999,99,1
80,2019,4,20,4,3,1,5,10,1012,99,4,999,99,9999,99,1
81,2019,4,5,1,1,1,5,11,1105,99,4,67,5,9999,99,6
82,2019,4,8,2,1,1,5,9,919,99,3,69,6,9999,99,2
83,2019,4,23,4,3,1,5,12,1201,99,12,30,3,2003,4,4
84,2019,4,16,3,2,1,5,16,1601,99,8,10,6,9999,99,1
85,2019,4,21,4,3,1,5,17,1706,99,12,69,2,9999,99,1
86,2019,4,0,1,1,1,5,3,312,99,1,56,99,9999,99,1
87,2019,5,7,2,1,1,6,1,101,1,1,73,5,2018,5,1
88,2019,5,2,1,1,1,6,1,101,5,1,28,2,2018,5,1
89,2019,5,11,2,1,1,6,1,101,5,1,27,2,2007,4,1
90,2019,5,13,3,2,1,6,1,101,13,1,69,4,2019,5,1
91,2019,5,8,2,1,1,6,1,114,99,1,41,6,9999,99,1
92,2019,5,16,3,2,1,6,1,115,99,1,999,2,9999,99,1
93,2019,5,15,3,2,1,6,1,108,99,4,999,5,9999,99,1
94,2019,5,21,4,3,1,6,1,108,99,1,4,3,9999,99,1
95,2019,5,5,1,1,1,6,5,509,99,4,27,1,9999,99,1
96,2019,5,23,4,3,1,6,6,601,99,3,69,2,2016,5,1
97,2019,5,20,4,3,1,6,10,1001,99,1,999,99,9999,99,1
98,2019,5,18,4,3,1,6,12,1210,99,4,18,5,9999,99,1
99,2019,5,18,4,3,1,6,18,1801,99,1,999,99,9999,99,1
100,2019,5,13,3,2,1,6,18,1801,99,4,6,5,9999,99,6
101,2019,5,21,4,3,1,6,17,1712,99,4,18,1,9999,99,1
102,2019,6,16,3,2,1,7,20,2001,99,1,48,99,9999,99,1
103,2019,6,11,2,1,1,7,1,101,5,4,38,6,9999,99,1
104,2019,6,11,2,1,1,7,18,1801,99,4,999,99,9999,99,4
105,2019,6,21,4,3,1,7,1,101,12,1,27,5,9999,99,1
106,2019,6,16,3,2,1,7,1,105,99,4,32,1,9999,99,4
107,2019,6,22,4,3,1,7,1,101,6,12,999,1,9999,99,1
108,2019,6,19,4,3,1,7,1,101,6,1,999,99,9999,99,2
109,2019,6,20,4,3,1,7,4,415,99,4,999,99,9999,99,2
110,2019,7,15,3,2,1,1,4,415,99,12,30,2,1994,3,1
111,2019,7,3,1,1,1,1,3,307,99,4,999,3,9999,99,2
112,2019,7,21,4,3,1,1,11,1101,99,3,48,11,9999,99,1
113,2019,8,18,4,3,1,2,5,502,99,4,27,2,2015,5,4
114,2019,8,19,4,3,1,2,10,1020,99,12,999,1,9999,99,1
115,2019,8,8,2,1,1,2,9,901,99,2,999,5,9999,99,1
116,2019,8,16,3,2,1,2,12,1219,99,2,67,2,9999,99,1
117,2019,8,0,1,1,1,2,1,101,13,4,27,7,9999,99,1
118,2019,8,17,3,2,1,2,1,101,7,12,999,1,9999,99,2
119,2019,8,21,4,3,1,2,1,101,18,4,3,2,9999,99,4
120,2019,8,17,3,2,1,2,4,401,99,1,48,4,2003,4,1
121,2019,8,14,3,2,1,2,1,101,9,4,6,5,2015,5,1
122,2019,9,6,2,1,1,3,1,103,99,1,48,4,9999,99,1
123,2019,9,7,2,1,1,3,20,2001,99,4,6,5,9999,99,1
124,2019,9,9,2,1,1,3,1,101,7,3,69,5,9999,99,1
125,2019,9,22,4,3,1,3,1,101,11,1,81,1,9999,99,1
126,2019,9,6,2,1,1,3,7,701,99,3,69,1,9999,99,1
127,2019,9,16,3,2,1,3,4,406,99,12,30,2,1991,3,1
128,2019,10,11,2,1,1,4,1,101,1,1,10,4,2014,5,1
129,2019,10,0,1,1,1,4,1,110,99,4,32,1,9999,99,1
130,2019,10,19,4,3,1,4,16,1613,99,4,6,1,9999,99,4
131,2019,10,15,3,2,1,4,7,707,99,12,999,8,9999,99,3
132,2019,10,14,3,2,1,4,1,101,9,1,69,11,2017,5,1
133,2019,10,21,4,3,1,4,5,501,99,4,999,99,9999,99,1
134,2019,11,9,2,1,1,5,1,101,1,1,69,4,9999,99,1
135,2019,11,11,2,1,1,5,1,107,99,4,999,99,9999,99,6
136,2019,11,8,2,1,1,5,1,103,99,1,52,16,9999,99,1
137,2019,11,17,3,2,1,5,1,101,14,4,67,1,9999,99,1
138,2019,11,0,1,1,1,5,1,115,99,2,69,4,9999,99,2
139,2019,11,7,2,1,1,5,1,117,99,1,10,1,2005,4,1
140,2019,11,9,2,1,1,5,1,115,99,4,6,1,9999,99,1
141,2019,11,0,1,1,1,5,1,108,99,4,76,5,2017,5,1
142,2019,11,16,3,2,1,5,1,108,99,4,27,5,2009,4,1
143,2019,11,11,2,1,1,5,1,108,99,4,32,1,2010,5,1
144,2019,11,20,4,3,1,5,21,2106,99,1,190,5,9999,99,1
145,2019,11,15,3,2,1,5,20,2001,99,99,999,99,9999,99,1
146,2019,11,3,1,1,1,5,19,1903,99,1,999,5,1987,2,3
147,2019,11,8,2,1,1,5,10,1020,99,2,27,2,9999,99,1
148,2019,11,20,4,3,1,5,11,1108,99,5,26,2,2017,5,1
149,2019,11,11,2,1,1,5,12,1210,99,99,999,99,9999,99,2
150,2019,11,20,4,3,1,5,8,801,99,3,69,2,9999,99,1
151,2019,11,1,1,1,1,5,16,1601,99,1,999,3,9999,99,2
152,2019,11,17,3,2,1,5,15,1502,99,4,6,3,9999,99,2
153,2019,11,18,4,3,1,5,17,1711,99,1,56,3,9999,99,1
154,2019,12,7,2,1,1,6,1,101,6,1,52,9,9999,99,1
155,2019,12,12,3,2,1,6,1,101,18,2,28,3,9999,99,1
156,2019,12,21,4,3,1,6,1,105,99,3,69,6,1998,3,1
157,2019,12,22,4,3,1,6,1,105,99,4,27,1,2017,5,1
158,2019,12,9,2,1,1,6,1,102,99,1,48,2,9999,99,1
159,2019,12,22,4,3,1,6,1,101,10,1,48,4,2012,5,1
160,2019,12,17,3,2,1,6,1,101,12,1,52,5,2009,4,1
161,2019,12,23,4,3,1,6,1,101,7,1,999,99,9999,99,1
162,2019,12,15,3,2,1,6,1,115,99,2,27,4,9999,99,1
163,2019,12,23,4,3,1,6,1,116,99,4,6,5,9999,99,6
164,2019,12,7,2,1,1,6,1,110,99,4,3,3,9999,99,1
165,2019,12,23,4,3,1,6,19,1903,99,4,67,1,9999,99,6
166,2019,12,19,4,3,1,6,5,511,99,2,52,4,9999,99,3
167,2019,12,18,4,3,1,6,5,509,99,2,28,11,9999,99,3
168,2019,12,18,4,3,1,6,10,1002,99,5,26,2,9999,99,1
169,2019,12,23,4,3,1,6,10,1020,99,4,6,5,9999,99,6
170,2019,12,0,1,1,1,6,12,1202,99,1,69,10,9999,99,2
171,2019,12,0,1,1,1,6,16,1601,99,1,69,1,9999,99,1
172,2019,12,7,2,1,1,6,18,1801,99,6,999,99,9999,99,1
173,2019,12,18,4,3,1,6,18,1801,99,2,69,7,2010,5,1
174,2019,12,20,4,3,1,6,14,1420,99,3,69,11,9999,99,1
175,2019,12,18,4,3,1,6,3,301,99,2,69,11,9999,99,1
176,2019,12,21,4,3,1,6,3,303,99,3,52,4,9999,99,1
177,2019,12,3,1,1,1,6,3,302,99,4,76,5,9999,99,2
178,2019,13,10,2,1,1,7,1,101,1,3,69,2,2009,4,1
179,2019,13,20,4,3,1,7,1,101,1,4,76,3,9999,99,2
180,2019,13,9,2,1,1,7,1,101,18,1,28,5,2015,5,1
181,2019,13,5,1,1,1,7,1,116,99,2,27,4,2007,4,2
182,2019,13,9,2,1,1,7,1,116,99,4,67,5,9999,99,1
183,2019,13,21,4,3,1,7,1,108,99,12,30,7,1999,3,1
184,2019,13,16,3,2,1,7,22,2205,99,1,999,4,9999,99,3
185,2019,13,14,3,2,1,7,21,2106,99,2,69,2,2003,4,1
186,2019,13,17,3,2,1,7,21,2107,99,4,63,1,2013,5,6
187,2019,13,0,1,1,1,7,19,1901,99,4,27,9,2002,4,6
188,2019,13,3,1,1,1,7,19,1904,99,4,67,4,9999,99,6
189,2019,13,23,4,3,1,7,5,512,99,3,56,11,9999,99,3
190,2019,13,21,4,3,1,7,6,601,99,1,41,2,9999,99,1
191,2019,13,19,4,3,1,7,6,602,99,4,999,99,9999,99,1
192,2019,13,21,4,3,1,7,11,1103,99,4,6,5,9999,99,1
193,2019,13,0,1,1,1,7,16,1602,99,1,999,99,9999,99,1
194,2019,13,9,2,1,1,7,18,1804,99,6,999,99,9999,99,1
195,2019,13,17,3,2,1,7,17,1710,99,3,999,99,9999,99,1
196,2019,13,23,4,3,1,7,7,704,99,4,32,5,9999,99,1
197,2019,14,19,4,3,1,1,1,101,9,4,32,1,2012,5,1
198,2019,14,8,2,1,1,1,1,105,99,4,3,5,2018,5,1
199,2019,14,3,1,1,1,1,1,101,13,4,27,1,9999,99,6
200,2019,14,23,4,3,1,1,1,108,99,1,69,4,9999,99,1
201,2019,14,5,1,1,1,1,22,2212,99,5,999,99,9999,99,3
202,2019,14,19,4,3,1,1,5,501,99,3,69,99,9999,99,1
203,2019,14,23,4,3,1,1,5,501,99,5,999,99,9999,99,1
204,2019,14,14,3,2,1,1,5,509,99,3,999,99,9999,99,1
205,2019,14,6,2,1,1,1,8,803,99,5,999,99,9999,99,1
206,2019,14,21,4,3,1,1,16,1614,99,6,19,3,9999,99,1
207,2019,14,20,4,3,1,1,17,1712,99,4,67,5,9999,99,6
208,2019,14,1,1,1,1,1,14,1420,99,4,6,5,9999,99,6
209,2019,14,19,4,3,1,1,7,713,99,4,6,5,9999,99,6
210,2019,15,10,2,1,1,2,1,101,2,6,30,2,2001,4,1
211,2019,15,11,2,1,1,2,1,101,1,1,27,3,2009,4,1
212,2019,15,16,3,2,1,2,1,104,99,4,6,5,2018,5,2
213,2019,15,20,4,3,1,2,1,102,99,1,27,4,2009,4,1
214,2019,15,7,2,1,1,2,1,101,11,4,32,1,9999,99,1
215,2019,15,6,2,1,1,2,1,115,99,1,999,99,9999,99,1
216,2019,15,1,1,1,1,2,1,108,99,2,67,9,2001,4,1
217,2019,15,16,3,2,1,2,20,2001,99,3,999,4,9999,99,1
218,2019,15,19,4,3,1,2,5,502,99,3,91,4,9999,99,1
219,2019,15,6,2,1,1,2,5,502,99,12,999,99,9999,99,3
220,2019,15,2,1,1,1,2,2,204,99,4,18,1,9999,99,6
221,2019,15,20,4,3,1,2,3,312,99,14,59,2,9999,99,1
222,2019,16,16,3,2,1,3,1,101,3,4,2,3,9999,99,6
223,2019,16,6,2,1,1,3,1,101,18,4,6,3,9999,99,1
224,2019,16,20,4,3,1,3,1,102,99,3,56,2,2011,5,1
225,2019,16,5,1,1,1,3,1,101,7,1,999,99,9999,99,1
226,2019,16,9,2,1,1,3,1,101,11,4,27,1,9999,99,1
227,2019,16,8,2,1,1,3,1,114,99,3,56,4,1997,3,1
228,2019,16,9,2,1,1,3,1,116,99,4,2,1,9999,99,1
229,2019,16,17,3,2,1,3,1,114,99,5,30,2,1998,3,1
230,2019,16,22,4,3,1,3,1,108,99,4,67,5,9999,99,6
231,2019,16,22,4,3,1,3,20,2001,99,4,67,5,2013,5,1
232,2019,16,21,4,3,1,3,19,1903,99,3,56,2,1993,3,1
233,2019,16,5,1,1,1,3,6,606,99,12,999,99,9999,99,1
234,2019,16,7,2,1,1,3,12,1222,99,6,999,2,9999,99,3
235,2019,16,20,4,3,1,3,17,1708,99,6,30,3,9999,99,1
236,2019,16,9,2,1,1,3,14,1406,99,3,69,99,1993,3,1
237,2019,17,7,2,1,1,4,1,103,99,4,56,14,2018,5,1
238,2019,17,22,4,3,1,4,1,115,99,1,27,99,9999,99,1
239,2019,17,23,4,3,1,4,1,101,11,4,67,1,2018,5,2
240,2019,17,19,4,3,1,4,1,114,99,4,32,99,9999,99,1
241,2019,17,8,2,1,1,4,22,2201,99,9,69,99,2008,4,1
242,2019,17,15,3,2,1,4,5,501,99,4,32,4,9999,99,1
243,2019,17,3,1,1,1,4,6,604,99,1,69,99,9999,99,1
244,2019,17,19,4,3,1,4,6,603,99,3,69,2,9999,99,1
245,2019,17,9,2,1,1,4,15,1501,99,9,69,2,2019,5,1
246,2019,18,1,1,1,1,5,1,101,9,1,69,6,1991,3,1
247,2019,18,6,2,1,1,5,1,101,3,1,51,1,2014,5,1
248,2019,18,23,4,3,1,5,1,101,1,2,52,4,2002,4,1
249,2019,18,4,1,1,1,5,1,101,3,1,28,2,2009,4,3
250,2019,18,12,3,2,1,5,1,101,18,4,6,5,9999,99,6
251,2019,18,17,3,2,1,5,1,101,6,5,50,2,1986,2,1
252,2019,18,23,4,3,1,5,1,101,7,1,48,9,9999,99,1
253,2019,18,0,1,1,1,5,1,108,99,1,999,99,9999,99,1
254,2019,18,15,3,2,1,5,1,108,99,1,48,5,9999,99,1
255,2019,18,13,3,2,1,5,1,108,99,1,999,99,9999,99,1
256,2019,18,22,4,3,1,5,22,2201,99,3,69,5,1998,3,3
257,2019,18,20,4,3,1,5,5,501,99,1,28,1,2016,5,3
258,2019,18,22,4,3,1,5,5,503,99,1,48,4,9999,99,1
259,2019,18,8,2,1,1,5,5,506,99,3,69,5,2007,4,1
260,2019,18,22,4,3,1,5,5,501,99,4,18,1,9999,99,6
261,2019,18,0,1,1,1,5,11,1105,99,1,52,4,9999,99,1
262,2019,18,20,4,3,1,5,16,1601,99,4,999,3,9999,99,6
263,2019,19,6,2,1,1,6,1,101,7,3,14,5,9999,99,6
264,2019,19,11,2,1,1,6,1,101,1,9,41,7,2000,4,1
265,2019,19,11,2,1,1,6,1,108,99,1,999,99,9999,99,1
266,2019,19,7,2,1,1,6,15,1508,99,14,999,99,9999,99,1
267,2019,19,22,4,3,1,6,5,501,99,4,27,5,9999,99,1
268,2019,19,14,3,2,1,6,10,1010,99,5,999,99,9999,99,1
269,2019,19,5,1,1,1,6,18,1805,99,14,6,1,9999,99,1
270,2019,19,19,4,3,1,6,18,1805,99,5,999,99,9999,99,1
271,2019,19,8,2,1,1,6,17,1707,99,1,27,4,9999,99,3
272,2019,19,7,2,1,1,6,1,101,1,4,76,3,2013,5,1
273,2019,19,17,3,2,1,6,1,117,99,6,19,2,2004,4,1
274,2019,19,19,4,3,1,6,16,1611,99,4,32,1,9999,99,2
275,2019,19,22,4,3,1,6,1,101,18,1,999,99,9999,99,1
276,2019,20,1,1,1,1,7,1,115,99,4,18,5,9999,99,1
277,2019,20,1,1,1,1,7,1,110,99,1,69,6,2008,4,1
278,2019,20,8,2,1,1,7,1,101,1,3,69,1,1998,3,1
279,2019,20,8,2,1,1,7,1,101,18,2,69,6,1992,3,1
280,2019,20,16,3,2,1,7,22,2201,99,4,6,99,9999,99,1
281,2019,20,1,1,1,1,7,11,1102,99,4,67,5,9999,99,1
282,2019,20,14,3,2,1,7,1,113,99,1,999,4,2003,4,1
283,2019,20,21,4,3,1,7,20,2001,99,4,999,99,9999,99,1
284,2019,20,10,2,1,1,7,1,101,12,4,67,3,9999,99,1
285,2019,21,15,3,2,1,1,1,108,99,1,73,1,2001,4,1
286,2019,21,9,2,1,1,1,5,501,99,12,30,1,9999,99,1
287,2019,21,15,3,2,1,1,5,510,99,12,40,9,1995,3,1
288,2019,21,0,1,1,1,1,9,909,99,12,999,99,9999,99,1
289,2019,21,22,4,3,1,1,1,101,1,3,69,9,1994,3,1
290,2019,21,21,4,3,1,1,1,114,99,4,6,5,9999,99,1
291,2019,22,16,3,2,1,2,21,2107,99,3,41,2,2007,4,1
292,2019,22,14,3,2,1,2,5,509,99,2,41,7,2013,5,1
293,2019,22,8,2,1,1,2,15,1504,99,5,999,2,1993,3,1
294,2019,22,8,2,1,1,2,20,2005,99,3,999,3,9999,99,3
295,2019,22,22,4,3,1,2,1,105,99,2,999,99,9999,99,1
296,2019,23,1,1,1,1,3,1,101,13,1,48,4,2015,5,1
297,2019,23,14,3,2,1,3,1,108,99,1,41,4,2006,4,1
298,2019,23,10,2,1,1,3,5,509,99,1,28,11,9999,99,1
299,2019,23,15,3,2,1,3,2,201,99,7,50,3,1998,3,1
300,2019,23,19,4,3,1,3,17,1713,99,4,999,1,9999,99,4
301,2019,23,23,4,3,1,3,1,115,99,4,27,2,2017,5,4
302,2019,23,22,4,3,1,3,1,101,9,1,27,4,2010,5,1
303,2019,23,16,3,2,1,3,1,101,6,1,10,2,2017,5,1
304,2019,23,21,4,3,1,3,16,1602,99,9,69,99,2003,4,1
305,2019,23,18,4,3,1,3,17,1706,99,4,32,3,9999,99,1
306,2019,23,13,3,2,1,3,1,101,17,4,999,99,9999,99,1
307,2019,24,21,4,3,1,4,1,107,99,1,56,1,9999,99,1
308,2019,24,17,3,2,1,4,1,101,10,1,999,7,9999,99,1
309,2019,24,1,1,1,1,4,1,101,11,4,2,1,9999,99,2
310,2019,24,0,1,1,1,4,1,101,7,4,999,1,9999,99,1
311,2019,24,14,3,2,1,4,1,115,99,2,48,1,9999,99,1
312,2019,24,18,4,3,1,4,1,114,99,1,69,1,9999,99,1
313,2019,24,0,1,1,1,4,5,501,99,4,6,99,9999,99,2
314,2019,24,17,3,2,1,4,5,501,99,99,999,99,9999,99,2
315,2019,24,20,4,3,1,4,12,1215,99,3,69,1,9999,99,1
316,2019,24,19,4,3,1,4,16,1601,99,4,6,99,9999,99,1
317,2019,24,14,3,2,1,4,18,1801,99,9,10,99,9999,99,1
318,2019,25,23,4,3,1,5,1,101,8,4,3,5,9999,99,6
319,2019,25,10,2,1,1,5,1,116,99,4,32,7,9999,99,1
320,2019,25,22,4,3,1,5,1,115,99,6,30,3,1998,3,1
321,2019,25,6,2,1,1,5,1,115,99,1,999,99,9999,99,1
322,2019,25,19,4,3,1,5,19,1904,99,2,27,3,1998,3,2
323,2019,25,17,3,2,1,5,5,501,99,6,19,2,1999,3,1
324,2019,25,13,3,2,1,5,11,1101,99,4,2,2,2012,5,1
325,2019,25,10,2,1,1,5,16,1613,99,1,48,9,9999,99,1
326,2019,25,1,1,1,1,5,2,201,99,5,999,99,9999,99,1
327,2019,25,15,3,2,1,5,2,207,99,6,19,2,9999,99,1
328,2019,25,12,3,2,1,5,7,718,99,14,6,1,9999,99,4
329,2019,25,16,3,2,1,5,4,401,99,1,69,6,9999,99,1
330,2019,25,19,4,3,1,5,4,410,99,1,27,1,9999,99,2
331,2019,25,22,4,3,1,5,3,302,99,2,27,6,9999,99,1
332,2019,26,22,4,3,1,6,1,101,1,1,48,2,9999,99,1
333,2019,26,1,1,1,1,6,1,101,17,1,27,5,9999,99,2
334,2019,26,18,4,3,1,6,1,101,6,2,28,3,9999,99,1
335,2019,26,21,4,3,1,6,1,105,99,99,999,99,9999,99,1
336,2019,26,13,3,2,1,6,1,101,10,3,48,10,2017,5,1
337,2019,26,17,3,2,1,6,1,113,99,5,26,2,9999,99,3
338,2019,26,0,1,1,1,6,1,101,11,1,27,5,9999,99,1
339,2019,26,2,1,1,1,6,1,115,99,4,6,3,9999,99,1
340,2019,26,19,4,3,1,6,1,115,99,4,999,99,9999,99,1
341,2019,26,23,4,3,1,6,1,114,99,1,69,4,9999,99,1
342,2019,26,6,2,1,1,6,1,115,99,1,27,2,9999,99,1
343,2019,26,22,4,3,1,6,1,115,99,1,69,4,9999,99,1
344,2019,26,22,4,3,1,6,1,108,99,4,999,99,9999,99,1
345,2019,26,7,2,1,1,6,1,108,99,99,999,99,9999,99,1
346,2019,26,17,3,2,1,6,22,2215,99,4,64,5,2012,5,1
347,2019,26,15,3,2,1,6,6,604,99,3,999,3,9999,99,4
348,2019,26,5,1,1,1,6,10,1016,99,5,26,2,9999,99,1
349,2019,26,17,3,2,1,6,11,1101,99,4,64,14,9999,99,1
350,2019,26,18,4,3,1,6,16,1603,99,4,77,1,9999,99,6
351,2019,26,4,1,1,1,6,16,1601,99,5,999,99,9999,99,1
352,2019,26,16,3,2,1,6,16,1617,99,5,999,2,9999,99,1
353,2019,26,8,2,1,1,6,15,1507,99,3,999,9,9999,99,1
354,2019,26,10,2,1,1,6,4,403,99,5,31,2,2013,5,1
355,2019,26,0,1,1,1,6,4,416,99,4,2,1,2017,5,6
356,2019,27,5,1,1,1,7,1,101,1,5,17,7,9999,99,1
357,2019,27,3,1,1,1,7,1,101,17,1,28,2,2016,5,1
358,2019,27,2,1,1,1,7,1,101,6,1,41,4,2012,5,1
359,2019,27,14,3,2,1,7,1,107,99,4,999,99,9999,99,1
360,2019,27,4,1,1,1,7,1,101,13,1,999,1,9999,99,1
361,2019,27,8,2,1,1,7,1,103,99,1,73,4,9999,99,1
362,2019,27,13,3,2,1,7,1,101,15,1,55,3,1999,3,1
363,2019,27,3,1,1,1,7,1,115,99,1,999,99,9999,99,1
364,2019,27,23,4,3,1,7,1,108,99,1,999,4,9999,99,1
365,2019,27,1,1,1,1,7,1,108,99,3,999,6,9999,99,1
366,2019,27,13,3,2,1,7,1,110,99,12,30,11,9999,99,2
367,2019,27,0,1,1,1,7,22,2201,99,1,48,5,9999,99,1
368,2019,27,0,1,1,1,7,22,2201,99,3,69,2,1989,2,1
369,2019,27,17,3,2,1,7,21,2107,99,2,10,5,9999,99,1
370,2019,27,20,4,3,1,7,20,2011,99,1,28,3,2002,4,1
371,2019,27,16,3,2,1,7,19,1909,99,3,69,2,9999,99,3
372,2019,27,3,1,1,1,7,5,501,99,99,999,99,9999,99,1
373,2019,27,12,3,2,1,7,10,1001,99,14,6,1,2012,5,4
374,2019,27,12,3,2,1,7,10,1016,99,4,27,5,2012,5,4
375,2019,27,15,3,2,1,7,11,1101,99,4,6,99,2010,5,1
376,2019,27,7,2,1,1,7,9,901,99,3,69,2,1996,3,1
377,2019,27,0,1,1,1,7,12,1202,99,1,28,99,9999,99,1
378,2019,27,18,4,3,1,7,18,1801,99,4,999,99,9999,99,2
379,2019,27,22,4,3,1,7,3,309,99,1,4,2,9999,99,2
380,2019,28,15,3,2,1,1,1,101,7,4,6,99,9999,99,1
381,2019,28,18,4,3,1,1,1,108,99,1,48,2,9999,99,1
382,2019,28,21,4,3,1,1,1,110,99,99,999,99,9999,99,1
